Id,InitScript,ApplyScript,ClearScript,ReducePerTurn,ReducePerAttacked,ReducePerUse,UpperBound,Icon,Type,Rarity,Effects,SoundEffects,Action,CanZero
GuleiSummoningArt,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent<ActionData>(""Action"",(thisData)=>
        {
            int count=Self.GetBuff(DataId.buff_GuleiSummoningArt)!=null?Self.GetBuff(DataId.buff_GuleiSummoningArt).buffConfig.Level:0;
            for (int i = 0; i < count; i++)
            {
                if (!thisData.data.data[""Tag""].Contains(""Combo""))
            {
                if (!(thisData.data.Vars.ContainsKey(""SpecialTag"") && thisData.data.Vars[""SpecialTag""].Contains(""Combo"")))
                {
                    return;
                }
            }
            if (Self.GetBuff(DataId.buff_revelation) != null)
            {
                if (ValueDice.Roll().Value>(100-4*Self.GetBuff(DataId.buff_revelation).buffConfig.Level))
                {
                    ChangeDynamicVar(""UseCount"", ""1"");
                }
            }
            }
            
            
        });",,99,0,0,99,Icon/Buff/古蕾降神术,能力,3,,,,FALSE
RegenerationPrayer,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent<ActionData>(""Action"",(thisData)=>
        {
            if (!thisData.data.data[""Tag""].Contains(""Combo""))
            {
                if ((!thisData.data.Vars.ContainsKey(""SpecialTag""))||(!(thisData.data.Vars.ContainsKey(""SpecialTag"") && thisData.data.Vars[""SpecialTag""].Contains(""Combo""))))
                {
                    return;
                }
                    
            }
            int count=Self.GetBuff(DataId.buff_RegenerationPrayer)!=null?Self.GetBuff(DataId.buff_RegenerationPrayer).buffConfig.Level:0;
            ChangeHp((2*count).ToString());
        });",,99,0,0,99,Icon/Buff/再生祷言,能力,3,,,,FALSE
EnergyStorage,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""StartRound"",()=>
        {
            if (Self == null || Self.GetBuff(DataId.buff_EnergyStorage) == null)
            {
                return;
            }
            int count = Self.GetBuff(DataId.buff_EnergyStorage).buffConfig.Level;
            ChangePower(count.ToString());
            RemoveBuff(""buff_EnergyStorage"");
        });",,0,0,0,99,Icon/Buff/储能,能力,3,,,,FALSE
WailingWall,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""EndRound"", () =>
        {
            BurnCard(""10"", ""1"");
        });",,1,0,0,1,Icon/Buff/叹息之墙,特性,3,,,,FALSE
ChaosMark,"if (!dataConfig.Vars.ContainsKey(""DesVal1""))
        {
            Vars[""DesVal1""]=""0"";
        }AddDescription(""1"", ""Value"", Vars[""DesVal1""]);","void RandomEffect()
        {
            int count=ValueDice.WithRange(0,96).Roll().Value/16;
            count=Math.Min(count,5);
            Vars[""DesVal1""]=(count+1).ToString();
            if (count==0)
            {
                SetStatus(""Self"");
                if (Self.CurHp<=Self.MaxHp/5)
                {
                    ChangeHp((-1*(Self.CurHp-1)).ToString());
                }
                else
                {
                    ChangeHp((-1*(Self.MaxHp/5)).ToString());
                }
                SetStatus(""AllTarget"");
                var tempList=new List<IStatusManager>(Object);
                foreach (var status in tempList)
                {
                    SetStatusById(status.InstanceId);
                    ChangeHp((status.MaxHp/-10).ToString());
                }
            }
            else if(count==1)
            {
                SetStatus(""Self"");
                ChangeHp((Self.MaxHp*3/10).ToString());
            }
            else if(count==2)
            {
                SetStatus(""Self"");
                ChangePower(""-1"");
                DrawCount(""2"");
            }
            else if(count==3)
            {
                int scCount=DefaultDice.WithRange(0,100).Roll().Value;
                int thCount=DefaultDice.WithRange(0,98).Roll().Value;
                if (scCount<50)
                {
                    SetStatus(""Self"");
                    AddBuff(DataId.buff_burn, (thCount/33+1).ToString());
                    SetStatus(""AllTarget"");
                    AddBuff(DataId.buff_burn, (thCount*2/33+2).ToString());
                }
                else
                {
                    
                    SetStatus(""Self"");
                    AddBuff(DataId.buff_bleeding, (thCount/33+1).ToString());
                    SetStatus(""AllTarget"");
                    AddBuff(DataId.buff_bleeding, (thCount*2/33+2).ToString());
                }
            }
            else if(count==4)
            {
                var buffs=Self.GetBuffs();
                foreach (var item in buffs)
                {
                    item.buffConfig.Level=item.buffConfig.Level*6/5;
                }
            }
            else 
            {
                SetStatus(""Self"");
                AddBuff(DataId.buff_extraordinary, ""100"");
            }
        }
        AddEvent(""StartRound"",RandomEffect);
        AddEvent(""RandomEffect"", RandomEffect);",,0,0,0,1,Icon/Buff/混沌标记,特性,3,骰子,,,FALSE
VowPower,,,,0,0,0,999,Icon/Buff/愿力,能力,2,,,,FALSE
ritualbountymana,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Action effect=()=>{SetStatus(""AllTarget"");ChangePower(""2"");DrawCount(""2"");};
        AddEvent(""Dead"",()=>{RepeatByBuffLevel(DataId.buff_ritualbountymana,effect);});",,0,0,0,2,Icon/Buff/白银委托,能力,2,,,,FALSE
ritualbountygold,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Action effect=()=>{SetStatus(""AllTarget"");ChangeMoney(""40"");};AddEvent(""Dead"",()=>{RepeatByBuffLevel(DataId.buff_ritualbountygold,effect);});",,0,0,0,2,Icon/Buff/翠玉委托,能力,2,,,,FALSE
ritualenlightenment,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";Vars[""DrawnCount""]=""0"";Action effect=()=>{SetStatus(""Self"");var b=Self?.GetBuff(DataId.buff_ritualenlightenment);if(b==null){return;}int c=Math.Max(1,Vars.GetValueOrDefault(""OvermagicCount"",""1"").ToInt());int drawn=Vars.GetValueOrDefault(""DrawnCount"",""0"").ToInt();int remaining=10-drawn;if(remaining<=0){RemoveBuff(DataId.buff_ritualenlightenment);return;}c=Math.Min(c,remaining);DrawCount(c.ToString());drawn+=c;Vars[""DrawnCount""]=drawn.ToString();if(drawn>=10){RemoveBuff(DataId.buff_ritualenlightenment);}};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualenlightenment,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualenlightenment"");};AddEvent(""RitualOvermagic_ritualenlightenment"",over);AddEvent(""RitualOvermagic_ritualenlightenment_Echo"",effect);AddEvent(""CostPower"",()=>{var b=Self?.GetBuff(DataId.buff_ritualenlightenment);if(b==null){return;}int prev=Vars[""ThisCount""].ToInt();int cur=prev+1;Vars[""ThisCount""]=cur.ToString();int prevDraw=prev>=5?(prev-5)/3:0;int curDraw=cur>=5?(cur-5)/3:0;int trigger=Math.Max(0,curDraw-prevDraw);if(trigger>0){Vars[""OvermagicCount""]=trigger.ToString();RunImmediately(DataId.buff_ritualenlightenment,""RitualOvermagic_ritualenlightenment"");}});",,0,0,0,2,Icon/Buff/启迪,能力,2,,,,FALSE
ritualcourage,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";Action effect=()=>{SetStatus(""Self"");int c=Math.Max(0,Vars.GetValueOrDefault(""OvermagicCount"",""0"").ToInt());ChangeDefence(c.ToString());};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualcourage,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualcourage"");};AddEvent(""RitualOvermagic_ritualcourage"",over);AddEvent(""RitualOvermagic_ritualcourage_Echo"",effect);SetStatus(""AllTarget"");AddEvent<HurtData>(""Hurt"",(hurt)=>{if(hurt.sourceId!=Self.InstanceId){return;}var b=Self?.GetBuff(DataId.buff_ritualcourage);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+hurt.val.ToInt()).ToString();});SetStatus(""Self"");AddEvent(""EndRound"",()=>{Vars[""OvermagicCount""]=Vars[""ThisCount""];RunImmediately(DataId.buff_ritualcourage,""RitualOvermagic_ritualcourage"");RemoveBuff(DataId.buff_ritualcourage);});",,0,0,0,2,Icon/Buff/刀与盾,能力,2,,,,FALSE
ritualasceticism,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";Action effect=()=>{SetStatus(""Self"");int c=Math.Max(1,Vars.GetValueOrDefault(""OvermagicCount"",""1"").ToInt());ChangePower(c.ToString());};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualasceticism,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualasceticism"");};AddEvent(""RitualOvermagic_ritualasceticism"",over);AddEvent(""RitualOvermagic_ritualasceticism_Echo"",effect);AddEvent(""EndRound"",()=>{var b=Self?.GetBuff(DataId.buff_ritualasceticism);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+HandCard.Count).ToString();});AddEvent(""StartRound"",()=>{if(Vars[""ThisCount""].ToInt()>2){Vars[""OvermagicCount""]=(Vars[""ThisCount""].ToInt()/2).ToString();RunImmediately(DataId.buff_ritualasceticism,""RitualOvermagic_ritualasceticism"");RemoveBuff(DataId.buff_ritualasceticism);}});",,0,0,0,2,Icon/Buff/魔力回路,能力,2,,,,FALSE
ritualoverload,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Action effect=()=>{SetStatus(""Self"");
        int count=(PlayerInfo.CardTopCount-HandCard.Count);
        DrawCount(count.ToString());};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualoverload,effect);
        RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualoverload"");};AddEvent(""RitualOvermagic_ritualoverload"",over);AddEvent(""RitualOvermagic_ritualoverload_Echo"",effect);AddEvent(""Action"",()=>{var b=Self?.GetBuff(DataId.buff_ritualoverload);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+1).ToString();if(Vars[""ThisCount""].ToInt()>=4)
        {RunImmediately(DataId.buff_ritualoverload,""RitualOvermagic_ritualoverload"");RemoveBuff(DataId.buff_ritualoverload);}});",,0,0,0,2,Icon/Buff/大书库,能力,2,,,,FALSE
ritualcatalyst,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Action effect=()=>{SetStatus(""Self"");var b=Self?.GetBuff(DataId.buff_ritualcatalyst);if(b==null){return;}foreach(var rb in Self.GetBuffs().Where(x=>x!=null&&x.buffConfig.BuffId.Contains(""ritual"")).ToList()){rb.buffConfig.dataConfig.Vars.TryAdd(""ThisCount"",""0"");rb.buffConfig.dataConfig.Vars[""ThisCount""]=(rb.buffConfig.dataConfig.Vars[""ThisCount""].ToInt()+1).ToString();}};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualcatalyst,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualcatalyst"");};AddEvent(""RitualOvermagic_ritualcatalyst"",over);AddEvent(""RitualOvermagic_ritualcatalyst_Echo"",effect);AddEvent<ActionData>(""Action"",(thisData)=>{if(thisData.data.data[""Tag""].Contains(""Ritual"")){var b=Self?.GetBuff(DataId.buff_ritualcatalyst);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+1).ToString();}});AddEvent(""StartRound"",()=>{if(Vars[""ThisCount""].ToInt()>=3){RunImmediately(DataId.buff_ritualcatalyst,""RitualOvermagic_ritualcatalyst"");}});",,0,0,0,2,Icon/Buff/阵列展开,能力,2,,,,FALSE
ritualechostaff,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";AddEvent(""RitualEcho_ritualenlightenment"",()=>{RepeatRitualEcho(DataId.buff_ritualenlightenment,""RitualOvermagic_ritualenlightenment_Echo"");});AddEvent(""RitualEcho_ritualcourage"",()=>{RepeatRitualEcho(DataId.buff_ritualcourage,""RitualOvermagic_ritualcourage_Echo"");});AddEvent(""RitualEcho_ritualasceticism"",()=>{RepeatRitualEcho(DataId.buff_ritualasceticism,""RitualOvermagic_ritualasceticism_Echo"");});AddEvent(""RitualEcho_ritualoverload"",()=>{RepeatRitualEcho(DataId.buff_ritualoverload,""RitualOvermagic_ritualoverload_Echo"");});AddEvent(""RitualEcho_ritualcatalyst"",()=>{RepeatRitualEcho(DataId.buff_ritualcatalyst,""RitualOvermagic_ritualcatalyst_Echo"");});AddEvent(""RitualEcho_ritualcycle"",()=>{RepeatRitualEcho(DataId.buff_ritualcycle,""RitualOvermagic_ritualcycle_Echo"");});AddEvent(""RitualEcho_ritualbloodsacrifice"",()=>{RepeatRitualEcho(DataId.buff_ritualbloodsacrifice,""RitualOvermagic_ritualbloodsacrifice_Echo"");});AddEvent(""RitualEcho_ritualsublimation"",()=>{RepeatRitualEcho(DataId.buff_ritualsublimation,""RitualOvermagic_ritualsublimation_Echo"");});AddEvent(""RitualEcho_ritualpyre"",()=>{RepeatRitualEcho(DataId.buff_ritualpyre,""RitualOvermagic_ritualpyre_Echo"");});AddEvent(""RitualEcho_ritualtimeprison"",()=>{RepeatRitualEcho(DataId.buff_ritualtimeprison,""RitualOvermagic_ritualtimeprison_Echo"");});AddEvent(""RitualEcho_ritualsolidify"",()=>{RepeatRitualEcho(DataId.buff_ritualsolidify,""RitualOvermagic_ritualsolidify_Echo"");});",,0,0,0,2,Icon/Buff/新月回响,能力,2,,,,FALSE
ritualcycle,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""1"";Action effect=()=>{SetStatus(""Self"");ChangePower(""1"");DrawCount(""1"");};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualcycle,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualcycle"");};AddEvent(""RitualOvermagic_ritualcycle"",over);AddEvent(""RitualOvermagic_ritualcycle_Echo"",effect);AddEvent<ActionData>(""Action"",(thisData)=>{if(!thisData.data.data[""Tag""].Contains(""Ritual"")){return;}var b=Self?.GetBuff(DataId.buff_ritualcycle);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+1).ToString();if(Vars[""ThisCount""].ToInt()>=4){RunImmediately(DataId.buff_ritualcycle,""RitualOvermagic_ritualcycle"");}});",,0,0,0,2,Icon/Buff/行星研究,能力,2,,,,FALSE
ritualbloodsacrifice,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};"," Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""444"";
        Action effect=()=>{SetStatus(""Self"");AddBuff(DataId.buff_extraordinary,Vars.GetValueOrDefault(""OvermagicCount"",""444""));};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualbloodsacrifice,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualbloodsacrifice"");};
        AddEvent(""RitualOvermagic_ritualbloodsacrifice"",over);AddEvent(""RitualOvermagic_ritualbloodsacrifice_Echo"",effect);
        AddEvent<CreateData>(""CreateInt"",(CreateData fromData)=>
        {
            fromData.data.Vars[""SpecialTag""]=fromData.data.Vars.GetValueOrDefault(""SpecialTag"","""")+"",Burnout"";
            TagCheck(fromData.data,""Burnout"");
        });
        foreach (var item in HandCard)
        {
            item.dataConfig.Vars [""SpecialTag""]=item.dataConfig.Vars.GetValueOrDefault(""SpecialTag"","""")+"",Burnout"";
            item.RefreshTag();
        }
        AddEvent(""BurnCard"",()=>{var b=Self?.GetBuff(DataId.buff_ritualbloodsacrifice);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+1).ToString();if(Vars[""ThisCount""].ToInt()>=10){RunImmediately(DataId.buff_ritualbloodsacrifice,""RitualOvermagic_ritualbloodsacrifice"");RemoveBuff(DataId.buff_ritualbloodsacrifice);}});",,0,0,0,2,Icon/Buff/降临者,能力,2,,,,FALSE
ritualsublimation,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Action effect=()=>{PlayerInfo.GiveWin();};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualsublimation,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualsublimation"");};AddEvent(""RitualOvermagic_ritualsublimation"",over);AddEvent(""RitualOvermagic_ritualsublimation_Echo"",effect);AddEvent(""StartRound"",()=>{var b=Self?.GetBuff(DataId.buff_ritualsublimation);if(b==null){return;}int c=Self.GetBuffs().Count(x=>x!=null&&x.buffConfig.BuffId.Contains(""ritual""));Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+c).ToString();if(Vars[""ThisCount""].ToInt()>=15){RunImmediately(DataId.buff_ritualsublimation,""RitualOvermagic_ritualsublimation"");}Vars[""ThisCount""]=""0"";});",,0,0,0,2,Icon/Buff/黄昏再临,能力,2,,,,FALSE
ritualpyre,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";
      Action effect=()=>{int c=Math.Max(1,Vars.GetValueOrDefault(""OvermagicCount"",""1"").ToInt());
      for(int i=0;i<c;i++){SetStatus(""AllTarget"");RunImmediately(DataId.buff_burn,""StartRound"");}SetStatus(""Self"");};
      Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualpyre,effect);
      RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualpyre"");};
      AddEvent(""RitualOvermagic_ritualpyre"",over);AddEvent(""RitualOvermagic_ritualpyre_Echo"",effect);
      AddEvent<ActionData>(""Action"",(thisData)=>{if(!thisData.data.data[""Description""].Contains(""灼烧"")){return;}
      var b=Self?.GetBuff(DataId.buff_ritualpyre);if(b==null){return;}int prev=Vars[""ThisCount""].ToInt();int cur=prev+1;Vars[""ThisCount""]=cur.ToString();int trigger=Math.Max(0,cur/3-prev/3);if(trigger>0){Vars[""OvermagicCount""]=trigger.ToString();RunImmediately(DataId.buff_ritualpyre,""RitualOvermagic_ritualpyre"");}});",,0,0,0,2,Icon/Buff/培植红莲,能力,2,,,,FALSE
ritualtimeprison,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";Action effect=()=>{SetStatus(""Self"");int c=Math.Max(1,Vars.GetValueOrDefault(""OvermagicCount"",""1"").ToInt());AddCardByCardList(c.ToString(),""Ritual"");};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualtimeprison,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualtimeprison"");};AddEvent(""RitualOvermagic_ritualtimeprison"",over);AddEvent(""RitualOvermagic_ritualtimeprison_Echo"",effect);AddEvent(DataId.buff_timelock+""_OnTriggerEffect"",()=>{SetStatus(""Self"");var b=Self?.GetBuff(DataId.buff_ritualtimeprison);if(b==null){return;}Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+1).ToString();});AddEvent(""StartRound"",()=>{int c=Vars[""ThisCount""].ToInt();if(c>0){Vars[""OvermagicCount""]=c.ToString();Vars[""ThisCount""]=""0"";RunImmediately(DataId.buff_ritualtimeprison,""RitualOvermagic_ritualtimeprison"");}});",,0,0,0,2,Icon/Buff/时空囚徒,能力,2,,,,FALSE
ritualsolidify,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","Vars[""ThisCount""]=""0"";Vars[""OvermagicCount""]=""0"";Action effect=()=>{SetStatus(""Self"");int c=Math.Max(1,Vars.GetValueOrDefault(""OvermagicCount"",""1"").ToInt());ChangePower(c.ToString());};Action over=()=>{RepeatByBuffLevel(DataId.buff_ritualsolidify,effect);RunImmediately(DataId.buff_ritualechostaff,""RitualEcho_ritualsolidify"");};AddEvent(""RitualOvermagic_ritualsolidify"",over);AddEvent(""RitualOvermagic_ritualsolidify_Echo"",effect);AddEvent(""EndRound"",()=>{var b=Self?.GetBuff(DataId.buff_ritualsolidify);if(b==null){return;}int c=HandCard.Count(x=>x!=null&&x.Tags.Contains(""Retain""));Vars[""ThisCount""]=(Vars[""ThisCount""].ToInt()+c).ToString();});AddEvent(""StartRound"",()=>{int c=Vars[""ThisCount""].ToInt();if(c>0){Vars[""OvermagicCount""]=c.ToString();Vars[""ThisCount""]=""0"";RunImmediately(DataId.buff_ritualsolidify,""RitualOvermagic_ritualsolidify"");}});",,0,0,0,2,Icon/Buff/凝滞魔能,能力,2,,,,FALSE
resentment,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""StartRound"",()=>{if (Self == null)
        {
            return;
        }

        var buffs = Self.GetBuffs();
        if (buffs == null)
        {
            return;
        }

        buffs = buffs.Where(x => x.buffConfig.dataConfig.data[""Type""] == ""负面"").ToArray();
        if (buffs.Length == 0)
        {
            return;
        }
        var thisBuff = Self.GetBuff(dataConfig.data[""Id""]);
        if (thisBuff == null)
        {
            return;
        }
        int totalLevel = thisBuff.buffConfig.Level;
        if (totalLevel <= 0)
        {
            return;
        }
        int x =  buffs.Length;
        x = Mathf.Clamp(x, 1, Math.Min(totalLevel, buffs.Length));
        // 随机选取 x 个不重复的负面 Buff。
        var selectedBuffs = buffs
            .OrderBy(_ => DefaultDice.Roll().Value)
            .Take(x)
            .ToArray();

        // 将 totalLevel 随机拆分为 x 个正整数，确保总和不变。
        int remaining = totalLevel;
        int slots = x;
        for (int i = 0; i < selectedBuffs.Length; i++)
        {
            int levelToAdd;
            if (slots == 1)
            {
                levelToAdd = remaining;
            }
            else
            {
                int maxForCurrent = remaining - (slots - 1);
                levelToAdd = DefaultDice.WithRange(1, maxForCurrent).Roll().Value;
            }

            AddBuff(selectedBuffs[i].buffConfig.dataConfig.data[""Id""], levelToAdd.ToString());
            remaining -= levelToAdd;
            slots--;
        }});",,0,0,0,999,Icon/Buff/怨念,契印,3,,,,FALSE
ReturnAgain,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","AddEvent(""EndRound"", () =>
        {
            if (Self == null || Self.IsNull()) { return; }
            var buff = Self.GetBuff(DataId.buff_ReturnAgain); if (buff == null) { return; }
            int level = buff.buffConfig.Level;
            if (level <= 0) { return; }
            int transformCount = 0;
            if (level >= 20) { transformCount = 1; if (level >= 40) { transformCount = 2; } }
            if (transformCount > 0)
            {
                var reverseHand = HandCard.Where(x => x != null).Reverse().ToList();
                int changed = 0; for (int i = 0; i < reverseHand.Count && changed < transformCount; i++)
                {
                    var target = reverseHand[i]; if (target?.data == null) { continue; }
                    if (target.data[""Id""].StartsWith(""ReturnAgain_""))
                    { continue; }
                    string toId;
                    if (level == 100) { toId = DataId.ReturnAgain_13; }
                    else
                    {
                        var pool = new List<string> { DataId.ReturnAgain_1, DataId.ReturnAgain_2, DataId.ReturnAgain_3, DataId.ReturnAgain_4, DataId.ReturnAgain_5, DataId.ReturnAgain_6, DataId.ReturnAgain_7, DataId.ReturnAgain_8, DataId.ReturnAgain_9, DataId.ReturnAgain_10, DataId.ReturnAgain_11, DataId.ReturnAgain_12, DataId.ReturnAgain_13, DataId.ReturnAgain_14, DataId.ReturnAgain_15 };
                        int idx = DefaultDice.WithRange(0, pool.Count - 1).Roll().Value; toId = pool[idx];
                    }
                    DataConfig tempCard=new DataConfig(toId, DataType.Card);
                    tempCard.Vars[""Tag""]+="",Retain"";
                    target.TransformToConfiguredType(tempCard); changed++;
                }
            }
            if (level >= 50)
            {
                int flipCount = (level - 50) / 10; var canFlip = HandCard.Where(x => x != null && !x.isReverse).ToList();
                for (int i = 0; i < flipCount && canFlip.Count > 0; i++) { int idx = DefaultDice.WithRange(0, canFlip.Count - 1).Roll().Value; canFlip[idx].Reverse(); canFlip.RemoveAt(idx); }
            }
            if (level >= 60)
            {
                int autoCount = level > 80 ? 2 : 1;
                for (int i = 0; i < autoCount; i++)
                {
                    var card = HandCard.FirstOrDefault(x => x != null); if (card == null) { break; }
                    card.dataConfig.Vars[""OnceExCost""]=""-999"";
                    UseCard(card.dataConfig);
                }
            }
        });",,0,0,0,100,Icon/Buff/复还,特性,2,,,,FALSE
ReturnAgainDoubleNext,"if (!dataConfig.Vars.ContainsKey(""stack""))
        {
            Vars[""stack""]=""1"";};","SetStatus(""Self"");if(Self==null||Self.IsNull()){return;}Self.dynamicVariables[""ReturnAgainGainMultiplier""]=0f;AddEvent(""StartRound"",()=>{if(Self==null||Self.IsNull()||Self.GetBuff(""buff_ReturnAgainDoubleNext"")==null){return;}Self.dynamicVariables[""ReturnAgainGainMultiplier""]=2f;AddTempEvent(""StartRound"",()=>{if(Self==null||Self.IsNull()){return;}Self.dynamicVariables[""ReturnAgainGainMultiplier""]=1f;});RemoveBuff(""buff_ReturnAgainDoubleNext"");});",,0,0,0,99,Icon/Buff/椭圆肖像,能力,2,,,,FALSE
